strongNumber,etymDesc,heading,entrycontent
3241,from H5123,Janum,"Janum = ""asleep""<br>1) a town in the mountains of Judah apparently not far from Hebron"
3242,from H3243,shoot,"1) young plant, twig, young shoot"
3243,a primitive root,to suck,"1) to suckle, nurse, suck<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to suck<br>&emsp;&emsp;1a2) suckling, babe (subst)<br>&emsp;1b) (Hiphil)<br>&emsp;&emsp;1b1) to give suck to, nurse<br>&emsp;&emsp;1b2) nursing, nursing woman, nurse (participle)"
3244,apparently from H5398,owl,"1) great owl, eared owl<br>&emsp;1a) an unclean animal"
3245,a primitive root,to found,"1) to found, fix, establish, lay foundation<br>&emsp;1a) (Qal) to found, establish, begin<br>&emsp;1b) (Niphal)<br>&emsp;&emsp;1b1) to fix or seat themselves close together, sit in conclave<br>&emsp;&emsp;1b2) to be founded<br>&emsp;1c) (Piel)<br>&emsp;&emsp;1c1) to found<br>&emsp;&emsp;1c2) to establish, appoint, ordain<br>&emsp;1d) (Pual) to be founded, be laid<br>&emsp;1e) (Hophal) to be founded"
3246,from H3245,beginning,"1) a beginning, foundation, that being founded"
3247,from H3245,foundation,"1) foundation, base<br>&emsp;1a) foundation<br>&emsp;1b) base, bottom"
3248,feminine of H3246,foundation,1) foundation<br>&emsp;1a) founding of city
3249,from H5493,departed,"1) those departing, revolting"
3250,from H3256,faultfinder,"1) faultfinder, reprover, one who reproves"
3251,a primitive root,to pour,"1) (Qal) to anoint, be poured,"
3252,from an unused root meaning to watch,Iscah,"Iscah = ""one who looks forth""<br>1) daughter of Haran, niece of Abraham, sister of Lot and Milcah"
3253,from H5564 and H3050,Ismachiah,"Ismachiah = ""Jehovah sustains""<br>1) a Levite and overseer of the offerings during the revival in the time of king Hezekiah"
3254,a primitive root,to add,"1) to add, increase, do again<br>&emsp;1a) (Qal) to add, increase, do again<br>&emsp;1b) (Niphal)<br>&emsp;&emsp;1b1) to join, join oneself to<br>&emsp;&emsp;1b2) to be joined, be added to<br>&emsp;1c) (Hiphil)<br>&emsp;&emsp;1c1) to cause to add, increase<br>&emsp;&emsp;1c2) to do more, do again"
3255,(Aramaic) corresponding to H3254,to add,1) to add<br>&emsp;1a) (Hophal) to be added
3256,a primitive root,to discipline,"1) to chasten, discipline, instruct, admonish<br>&emsp;1a)(Qal)<br>&emsp;&emsp;1a1) to chasten, admonish<br>&emsp;&emsp;1a2) to instruct<br>&emsp;&emsp;1a3) to discipline<br>&emsp;1b) (Niphal) to let oneself be chastened or corrected or admonished<br>&emsp;1c) (Piel)<br>&emsp;&emsp;1c1) to discipline, correct<br>&emsp;&emsp;1c2) to chasten, chastise<br>&emsp;1d) (Hiphil) to chasten<br>&emsp;1e) (Nithpael) to teach"
3257,from H3261,shovel,1) shovel
3258,from an unused root probably meaning to grieve,Jabez,"Jabez = ""sorrow""<br>n pr m<br>1) the head of a Calebite family<br>n pr loc<br>2) a town in Judah apparently near Bethlehem"
3259,a primitive root,to appoint,"1) to fix, appoint, assemble, meet, set, betroth<br>&emsp;1a)(Qal) to appoint, assign, designate<br>&emsp;1b) (Niphal)<br>&emsp;&emsp;1b1) to meet<br>&emsp;&emsp;1b2) to meet by appointment<br>&emsp;&emsp;1b3) to gather, assemble by appointment<br>&emsp;1c) (Hiphil) to cause to meet<br>&emsp;1d) (Hophal) to be set, be placed before, be fixed"
3260,from H3259,Iddo,"Iddo = ""appointed""<br>1) the seer who proclaimed to king Jeroboam of Israel"
3261,a primitive root,to sweep away,"1) (Qal) to sweep, sweep away, sweep together"
3262,from H3261 and H410,Jeuel,"Jeuel = ""God sweeps away""<br>1) son of Zerah and a chief man of Judah"
3263,from H5779,Jeuz,"Jeuz = ""counsellor""<br>1) head of a house of Benjamin"
3264,a variation of H3298,wood,"1) wood, forest, thicket, wooded height"
3265,apparently the passive participle of the same as H3293,Jair,"Jair = ""forested""<br>1) father of Elhanan the giant slayer, one of David's mighty warriors<br>&emsp;1a) also called 'Jaare-oregim'"
3266,from H5789,Jeush,"Jehush or Jeush = ""He hurries to aid""<br>1) son of Eshek, a remote descendant of king Saul<br>2) a Gershonite Levite of the house of Shimei<br>3) son of king Rehoboam of Judah"
3267,a primitive root,be fierce,"1) to be strong, be fierce (meaning dubious)<br>&emsp;1a) (Niphal) barbarous (participle)"
3268,from H3267 and H410,Jaaziel,"Jaaziel = ""made bold by God""<br>1) one of the Levites appointed by David to perform the musical service before the ark"
3269,from H3267 and H3050,Jaaziah,"Jaaziah = ""made bold by Jehovah""<br>1) a Levite, apparently the 3rd son or a descendant of Merari"
3270,from H5826,Jazer,"Jazer or Jaazer = ""helped""<br>1) a Levitical city east of the Jordan, in Gilead in the territory of Gad, formerly an Amorite city; site uncertain"
3271,a primitive root,to cover,1) (Qal) to cover
3272,(Aramaic) corresponding to H3289,to counsel|counsellor,"1) (Ithpael) to advise, counsel, take counsel|1) (P'al) counsellor (participle)"
3273,from H3261 and H410,Jeiel,"Jeiel or Jehiel = ""God sweeps away""<br>1) one of the sons of Adonikam who returned from exile with Ezra<br>2) a chief Reubenite of the house of Joel<br>3) a Merarite Levite and a gatekeeper to the tabernacle who also played the harp and psaltery in the service before the ark<br>4) one of the chiefs of the Levites in the time of king Josiah<br>5) one of the sons of Nebo who took a foreign wife in the time of Ezra<br>6) a man of Gibeon and ancestor of king Saul<br>7) one of the sons of Hotham the Aroerite and one of David's mighty warriors<br>8) the scribe of king Uzziah who kept the account of the king's irregular predatory warriors<br>9) a Gershonite Levite of the sons of Elizaphan<br>10) a Gershonite Levite of the sons of Asaph and forefather of Jahaziel in the time of king Jehoshaphat"
3274,from H5789,Jeush,"Jeush = ""assembler""<br>1) son of Esau by Aholibamah the daughter of Anah, son of Zibeon the Hivite<br>2) a Benjamite, son of Bilhan"
3275,from the same as H5912,Jacan,"Jachan = ""troublesome""<br>1) one of seven chief men of the tribe of Gad"
3276,a primitive root,to gain,"1) (Hiphil) to gain, profit, benefit, avail"
3277,from H3276,goat,1) mountain goat
3278,the same as H3277,Jael,"Jael = ""mountain goat""<br>1) the wife of Heber the Kenite who killed the general Sisera as he slept by driving a peg through his temples into the ground"
3279,the same as H3280 or direct from H3276,Jaala,"Jaala or Jaalah = ""ascending""<br>1) the head of a family of the descendants of Solomon's slaves who returned from exile with Zerubbabel"
3280,feminine of H3277,doe,1) female mountain goat
3281,from H5956,Jalam,"Jaalam = ""concealed""<br>1) an Edomite, descendant of Esau"
3282,from an unused root meaning to pay attention,because,"conj<br>1) because, therefore, because that, on account of<br>prep<br>2) because of, on account of<br>3) why (with interrogative pron)"
3283,from the same as H3282,ostrich,1) ostrich<br>&emsp;1a) ceremonially unclean animal
3284,"feminine of H3283, and meaning the same",ostrich,"1) an unclean bird<br>&emsp;1a) owl, ostrich, literally translated as ""daughters of the owl""<br>&emsp;1b) perhaps an extinct bird, exact meaning unknown"
3285,from the same as H3283,Janai,"Jaanai = ""whom Jehovah answers""<br>1) a chief man in the tribe of Gad"
3286,a primitive root,to faint,"1) to be or grow weary, be fatigued, be faint<br>&emsp;1a) (Qal) to be or grow weary, be fatigued, be faint<br>&emsp;1b) (Hophal) wearied (participle)"
3287,from H3286,weary,"1) faint, weary, fatigued"
3288,from H3286,weariness,"1) weariness, fatigue, faintness"
3289,a primitive root,to advise,"1) to advise, consult, give counsel, counsel, purpose, devise, plan<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to advise, counsel, give counsel, consult<br>&emsp;&emsp;1a2) counsellor (participle)<br>&emsp;1b) (Niphal) to consult together, exchange counsel, deliberate, counsel together<br>&emsp;1c) (Hithpael) to conspire"
3290,from H6117,Jacob,"Jacob = ""heel holder"" or ""supplanter""<br>1) son of Isaac, grandson of Abraham, and father of the 12 patriarchs of the tribes of Israel"
3291,from H3290,Jaakobah,"Jaakobah = ""toward Jacob""<br>1) son of Simeon and grandson of Jacob"
3292,from the same as H6130,Akan,"Jakan = ""let him oppress them""<br>1) an Edomite"
3293,from an unused root probably meaning to thicken with verdure,wood|honeycomb,"1) forest, wood, thicket, wooded height|1) honeycomb"
3294,a form of H3295,Jarah,"Jarah = ""forested""<br>1) a descendant of Saul, son of Micah, great grandson of Mephibosheth"
3295,"feminine of H3293, and meaning the same",honeycomb,1) forest<br>&emsp;1a) honeycomb (meton)
3296,from the plural of H3293 and the masculine plural active participle of H707,Jaare-oregim,"Jaare-oregim = ""forests of weaver""<br>1) a man of Bethlehem, father of Elhanan the giant slayer and one of David's mighty warriors; also called 'Jair'"
3297,plural of H3293,Jearim,"Jearim = ""forests""<br>1) a hill on the northern boundary of Judah"
3298,from an unused root of uncertain signification and H3050,Jaareshiah,"Jaresiah = ""whom Jehovah nourishes""<br>1) a Benjamite, one of the descendants of Jehoram"
3299,from H6213,Jaasu,"Jaasau = ""they will do""<br>1) one of the descendants of Bani who took a foreign wife during the time of Ezra"
3300,from H6213 and H410,Jaasiel,"Jasiel or Jaasiel = ""God is maker""<br>1) one of David's mighty warriors<br>2) a son of Abner and a chief of Benjamin"
3301,from H6299 and H3050,Iphdeiah,"Iphedeiah = ""Jehovah will redeem""<br>1) a descendant of Benjamin and of the family of Shashak"
3302,a primitive root,be beautiful,"1) to be bright, be beautiful, be handsome, be fair<br>&emsp;1a) (Qal) to be beautiful<br>&emsp;1b) (Piel) to beautify<br>&emsp;1c) (Pual) to be beautiful<br>&emsp;1d) (Hithpael) to beautify oneself"
3303,from H3302,beautiful,"1) fair, beautiful, handsome"
3304,from H3302 by reduplication,pretty,1) pretty (reduplication with the force of the diminutive)<br>&emsp;1a) fair of mouth (lit.)<br>2) (CLBL) very beautiful
3305,from H3302,Joppa,"Joppa or Japho = ""beautiful""<br>1) a town on the southwest coast of Palestine in the territory of Dan; became primary port of Jerusalem during reign of Solomon"
3306,a primitive root,to breathe,"1) to breathe, breathe hard, puff<br>&emsp;1a) (Hithpael) to gasp for breath"
3307,from H3306,breathing,"1) a breathing out, exhaling, puffing out (subst)"
3308,from H3302,beauty,1) beauty
3309,from H3313,Japhia,"Japhia = ""shining""<br>n pr loc<br>1) a town on the border of Zebulun and Issachar<br>&emsp;1a) perhaps modern 'Yafa'<br>n pr m<br>2) the king of Lachish at the time of the conquest of Canaan by Joshua<br>3) a son of David by a concubine"
3310,from H6403,Japhlet,"Japhlet = ""he will deliver""<br>1) a descendant of Asher through Beriah"
3311,patronymically from H3310,Japhletite,"Japhleti see Japhlet = ""let him escape""<br>1) descendants of Asher of the family of Japhlet who lived on the southwest border of Ephraim. Used as location"
3312,from H6437,Jephunneh,"Jephunneh = ""He will be facing""<br>1) a Kenezite and father of Caleb the spy from the tribe of Judah<br>2) son of Jether and descendant of Asher"
3313,a primitive root,to shine,"1) to shine, shine forth or out, cause to shine, send out beams<br>&emsp;1a) (Hiphil)<br>&emsp;&emsp;1a1) to shine out, shine forth, send out beams<br>&emsp;&emsp;1a2) to cause to shine"
3314,from H3313,splendor,"1) splendour, brightness, shining"
3315,from H6601,Japheth,"Japheth = ""opened""<br>1) the 3rd son of Noah whose descendants after the flood settled on the coastal lands of the Mediterranean spreading north into Europe and parts of Asia"
3316,from H6605,Jephthah,"Jephthah or Jiphtah = ""he opens""<br>n pr m<br>1) a son of Gilead and a concubine and the judge who defeated the Ammonites; after the victory because of a vow taken before the battle he sacrificed his daughter as a burnt offering<br>n pr loc<br>2) a city in Judah"
3317,from H6605 and H410,Iphtah-el,"Jiphthah-el = ""God opens""<br>1) a valley between Zebulun and Asher; location uncertain"
3318,a primitive root,to come out,"1) to go out, come out, exit, go forth<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to go or come out or forth, depart<br>&emsp;&emsp;1a2) to go forth (to a place)<br>&emsp;&emsp;1a3) to go forward, proceed to (to or toward something)<br>&emsp;&emsp;1a4) to come or go forth (with purpose or for result)<br>&emsp;&emsp;1a5) to come out of<br>&emsp;1b) (Hiphil)<br>&emsp;&emsp;1b1) to cause to go or come out, bring out, lead out<br>&emsp;&emsp;1b2) to bring out of<br>&emsp;&emsp;1b3) to lead out<br>&emsp;&emsp;1b4) to deliver<br>&emsp;1c) (Hophal) to be brought out or forth"
3319,(Aramaic) corresponding to H3318,to finish,"1) (Shaphel) to bring to an end, finish, bring out to an end"
3320,a primitive root,to stand,"1) to place, set, stand, set or station oneself, present oneself<br>&emsp;1a) (Hithpael) to station oneself, take one's stand, stand, present oneself, stand with someone"
3321,(Aramaic) corresponding to H3320,to know,"1) (Pael) to make stand, make certain, gain certainty, know the truth, be certain"
3322,a primitive root,to set,"1) to place, set, establish<br>&emsp;1a) (Hiphil)<br>&emsp;&emsp;1a1) to set, place<br>&emsp;&emsp;1a2) to present<br>&emsp;&emsp;1a3) to exhibit<br>&emsp;1b) (Hophal) to be stopped, be stayed, be detained"
3323,from H6671,oil,"1) fresh oil, shining (pure) oil"
3324,the same as H3323,Izhar,"Izhar = ""shining oil""<br>1) son of Kohath, grandson of Levi, uncle of Moses and Aaron, and father of Korah; progenitor of the Izharites"
3325,patronymically from H3324,Izharite,"Izharites or Izeharites = ""oil""<br>1) descendants of Izhar son of Kohath and grandson of Levi"
3326,passive participle of H3331,bed|floor,"1) couch, bed|1) flat surface, a storey in a building"
3327,from H6711,Isaac,"Isaac = ""he laughs""<br>1) son of Abraham by Sarah his wife and father of Jacob and Esau"
3328,from the same as H6713,Izhar,"Zohar = ""tawny"""
3329,from H3318,offspring,1) coming forth<br>&emsp;1a) offspring (subst)
3330,(Aramaic) from H3321,certain,"n<br>1) the truth<br>adv<br>2) surely, reliably, truly<br>adj<br>3) reliable, true, certain, sure"
3331,a primitive root,to lay,"1) to spread out, make a bed<br>&emsp;1a) (Hiphil) to lay, spread out<br>&emsp;1b) (Hophal) to be laid, be spread out"
3332,a primitive root,to pour,"1) to pour, flow, cast, pour out<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to pour, pour out<br>&emsp;&emsp;1a2) to cast<br>&emsp;&emsp;1a3) to flow<br>&emsp;1b) (Hiphil) to pour, pour out<br>&emsp;1c) (Hophal)<br>&emsp;&emsp;1c1) to be poured<br>&emsp;&emsp;1c2) cast, molten (participle)<br>&emsp;&emsp;1c3) being firmly established (participle)"
3333,passive participle feminine of H3332,casting,1) a casting (of metal)
3334,a primitive root,be distressed,"1) to bind, be distressed, be in distress, be cramped, be narrow, be scant, be in straits, make narrow, cause distress, beseige<br>&emsp;1a) (Qal) to suffer distress"
3335,probably identical with H3334 (through the squeezing into shape),to form,"1) to form, fashion, frame<br>&emsp;1a) (Qal) to form, fashion<br>&emsp;&emsp;1a1) of human activity<br>&emsp;&emsp;1a2) of divine activity<br>1a2a) of creation<br>1a2a1) of original creation<br>1a2a2) of individuals at conception<br>1a2a3) of Israel as a people<br>1a2b) to frame, pre-ordain, plan (fig. of divine) purpose of a situation)<br>&emsp;1b) (Niphal) to be formed, be created<br>&emsp;1c) (Pual) to be predetermined, be pre-ordained<br>&emsp;1d) (Hophal) to be formed"
3336,from H3335,intention,"1) form, framing, purpose, framework<br>&emsp;1a) form<br>&emsp;&emsp;1a1) pottery<br>&emsp;&emsp;1a2) graven image<br>&emsp;&emsp;1a3) man (as formed from the dust)<br>&emsp;1b) purpose, imagination, device (intellectual framework)"
3337,the same as H3336,Jezer,"Jezer = ""forming""<br>1) the 3rd son of Naphtali and the founder of the family of Jezerites"
3338,passive participle of H3335,member,"1) forms, members (of the body)"
3339,from H3335,Izri,"Izri = ""my fashioner""<br>1) a leader of one of the Levitical sanctuary choirs"
3340,,Jezerite,"Jezerites = ""imagination: form: purpose""<br>1) descendants of Jezer the son of Naphtali"
3341,a primitive root,to kindle,"1) to kindle, burn, set on fire<br>&emsp;1a) (Qal) to kindle<br>&emsp;1b) (Niphal)<br>&emsp;&emsp;1b1) to be kindled<br>&emsp;&emsp;1b2) to be left desolate<br>&emsp;1c) (Hiphil) to set on fire, kindle"
3342,from an unused root meaning to excavate,wine,"1) wine vat, wine-press"
3343,from H6908 and H410,Jekabzeel,"Jekabzeel = ""God gathers""<br>1) the most remote city of Judah; located in southern Judah on the border of Edom"
3344,a primitive root,to burn,"1) to burn, kindle, be kindled<br>&emsp;1a) (Qal) to be kindled<br>&emsp;1b) (Hophal) to burn, be burning,"
3345,(Aramaic) corresponding to H3344,to burn,1) (P'al) to burn
3346,(Aramaic) from H3345,burning,1) a burning
3347,from H3344 and H5971,Jokdeam,"Jokdeam = ""burning of a people""<br>1) a city in the mountains of southern Judah; apparently south of Hebron"
3348,from an unused root probably meaning to obey,Jakeh,"Jakeh = ""blameless""<br>1) father of Agur the sage"
3349,from the same as H3348,obedience,"1) obedience, cleansing, purging"
3350,from H3344,burning,1) a burning
3351,from H6965,existence,"1) living substance, that which stands or exists, existence, substance"
3352,from H3369,fowler,"1) fowler, bait-layer"
3353,passive participle of H3369,fowler,"1) fowler, trapper, bait-layer"
3354,from the same as H3348 and H410,Jekuthiel,"Jekuthiel = ""cleansing of God""<br>1) a descendant of Caleb of the tribe of Judah"
3355,from H6994,Joktan,"Joktan = ""smallness""<br>1) son of Eber and descendant of Shem and patriarch of various Arabian tribes"
3356,from H6965,Jakim,"Jakim = ""He will raise""<br>1) a Benjamite and descendant of Shimhi<br>2) a Levite priest in charge of the 12th course in the time of David"
3357,from H3365,precious,"1) rare, very precious, honour, dear"
3358,(Aramaic) corresponding to H3357,honorable,"1) rare, noble, famous, difficult<br>&emsp;1a) honourable<br>&emsp;1b) difficult (meton)"
3359,from H6965 and H3050,Jekamiah,"Jecamiah or Jekamiah = ""Jehovah raises""<br>1) a descendant of Judah, son of Shallum in the line of Ahlai<br>2) a descendant of David and one of the seven introduced into the royal line on the failure of it in the person of Jehoiachin"
3360,from H6965 and H5971,Jekameam,"Jekameam = ""let the people rise""<br>1) a Levite, the 4th son of Hebron and grandson of Kohath in the time of David"
3361,from H6965 and H5971,Jokmeam,"Jokmeam = ""gathered by the people""<br>1) a city of refuge in Ephraim given to the Kohathite Levites"
3362,from H6969 and H5971,Jokneam,"Jokneam = ""the people lament""<br>1) a city of Canaan conquered by Joshua and in the territory of Zebulun but allotted to the Merarite Levites and located Mount Carmel"
3363,a primitive root,to dislocate/hang,"1) to be dislocated, be alienated<br>&emsp;1a) (Qal) to be dislocated, be torn away, be alienated<br>&emsp;1b) (Hiphil)<br>&emsp;&emsp;1b1) to execute slowly (by exposure or impalation)<br>&emsp;&emsp;1b2) to hang<br>&emsp;1c) (Hophal) to be executed"
3364,a primitive root,to awake,"1) (Qal) to awake, awaken, become active"
3365,a primitive root,be precious,"1) to esteem, be prized, be valuable, be precious, be costly, be appraised<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to be precious, be highly valued, be esteemed, be costly<br>&emsp;&emsp;1a2) to be appraised<br>&emsp;1b) (Hiphil) to make something precious"
3366,from H3365,preciousness,"1) price, value, preciousness, honour, splendour, pomp<br>&emsp;1a) preciousness<br>&emsp;1b) price<br>&emsp;1c) honour, esteem"
3367,(Aramaic) corresponding to H3366,honor,"1) honour, esteem"
3368,from H3365,precious,"1) valuable, prized, weighty, precious, rare, splendid<br>&emsp;1a) precious<br>&emsp;&emsp;1a1) costly<br>&emsp;&emsp;1a2) precious, highly valued<br>&emsp;&emsp;1a3) precious stones or jewels<br>&emsp;1b) rare<br>&emsp;1c) glorious, splendid<br>&emsp;1d) weighty, influential"
3369,a primitive root,to snare,"1) to lure, entice, snare, lay a snare or lure, set a trap<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to lay snares (fig. of devices of wicked)<br>&emsp;&emsp;1a2) fowlers (participle)<br>&emsp;1b) (Niphal) to be ensnared, be caught by a bait<br>&emsp;1c) (Pual) to be entrapped"
3370,from H3369,Jokshan,"Jokshan = ""snarer""<br>1) a son of Abraham by Keturah and father of Sheba and Dedan"
3371,probably from the same as H3348 and H410,Joktheel,"Joktheel = ""the blessedness of God""<br>1) a city in the low country of Judah named next to Lachish<br>2) the name given to the cliff which was the stronghold of Edom by king Amaziah after capturing it; also called 'Selah' and 'Petra'"
3372,a primitive root,to fear,"1) to fear, revere, be afraid<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to fear, be afraid<br>&emsp;&emsp;1a2) to stand in awe of, be awed<br>&emsp;&emsp;1a3) to fear, reverence, honour, respect<br>&emsp;1b) (Niphal)<br>&emsp;&emsp;1b1) to be fearful, be dreadful, be feared<br>&emsp;&emsp;1b2) to cause astonishment and awe, be held in awe<br>&emsp;&emsp;1b3) to inspire reverence or godly fear or awe<br>&emsp;1c) (Piel) to make afraid, terrify<br>2) (TWOT) to shoot, pour"
3373,from H3372,afraid,"1) fearing, reverent, afraid"
3374,feminine of H3373,fear,"1) fear, terror, fearing<br>&emsp;1a) fear, terror<br>&emsp;1b) awesome or terrifying thing (object causing fear)<br>&emsp;1c) fear (of God), respect, reverence, piety<br>&emsp;1d) revered"
3375,from H3372,Yiron,"Iron = ""fearing""<br>1) a city of Naphtali; site unknown"
3376,from H3373 and H3050,Irijah,"Irijah = ""Jehovah sees me""<br>1) son of Shelemiah, a captain of the guard who arrested Jeremiah"
3377,from H7378,Jareb,"Jareb = ""contender""<br>1) an epithet given to the king of Assyria"
3378,from H7378 and H1168,Jerubbaal,"Jerubbaal = ""let Baal contend""<br>1) name given to Gideon by his father when he destroyed the altar of Baal"
3379,from H7378 and H5971,Jeroboam,"Jeroboam = ""the people will contend""<br>1) the first king of the northern kingdom of Israel when the kingdom split at the death of Solomon and the 10 tribes split off from Judah and Benjamin and the kingdom under Solomon's son Rehoboam; idolatry was introduced at the beginning of his reign<br>2) the 8th king of the northern kingdom of Israel, son of Joash, and 4th in the dynasty of Jehu; during his reign the Syrian invaders were repelled and the kingdom restored to its former borders but the idolatry of the kingdom was maintained"
3380,from H7378 and H1322,Jerubbesheth,"Jerubbesheth = ""shame will contend""<br>1) a variant name of Jerubbaal (the other name of Gideon [ H03378]) substituting the word 'shame' for the name of the pagan god 'Baal'"
3381,a primitive root,to go down,"1) to go down, descend, decline, march down, sink down<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to go or come down<br>&emsp;&emsp;1a2) to sink<br>&emsp;&emsp;1a3) to be prostrated<br>&emsp;&emsp;1a4) to come down (of revelation)<br>&emsp;1b) (Hiphil)<br>&emsp;&emsp;1b1) to bring down<br>&emsp;&emsp;1b2) to send down<br>&emsp;&emsp;1b3) to take down<br>&emsp;&emsp;1b4) to lay prostrate<br>&emsp;&emsp;1b5) to let down<br>&emsp;1c) (Hophal)<br>&emsp;&emsp;1c1) to be brought down<br>&emsp;&emsp;1c2) to be taken down"
3382,from H3381,Jared,"Jered or Jared = ""descent""<br>1) son of Mahalaleel and father of Enoch in the 4th generation from Seth<br>2) a descendant of Judah and father of Gedor"
3383,from H3381,Jordan,"Jordan = ""descender""<br>1) the river of Palestine running from the roots of Anti-Lebanon to the Dead Sea a distance of approx 200 miles (320 km)"
3384,a primitive root,to shoot|to shoot/show,"1) to shoot, pour<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to shoot arrows<br>&emsp;1b) (Hiphil)<br>&emsp;&emsp;1b1) to shoot at<br>&emsp;&emsp;1b2) part. shooter, archer|1) to throw, shoot, cast, pour<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to throw, cast<br>&emsp;&emsp;1a2) to cast, lay, set<br>&emsp;&emsp;1a3) to shoot arrows<br>&emsp;&emsp;1a4) to throw water, rain<br>&emsp;1b) (Niphal) to be shot through (with arrows)<br>&emsp;1c) (Hiphil)<br>&emsp;&emsp;1c1) to throw, cast<br>&emsp;&emsp;1c2) to shoot<br>&emsp;&emsp;1c3) to point out, show<br>&emsp;&emsp;1c4) to direct, teach, instruct<br>&emsp;&emsp;1c5) to throw water, rain"
3385,from H3384 and H410,Jeruel,"Jeruel = ""taught by God""<br>1) a place in the wilderness of southern Judah"
3386,perhaps denominative from H3394,Jaroah,"Jaroah = ""new moon""<br>1) a chief man of the tribe of Gad"
3387,from H3417,green,"1) greens, green plants, green thing"
3388,feminine passive participle of H3423,Jerusha,"Jerushah or Jerusha = ""dispossessor""<br>1) the wife of king Uzziah and mother of king Jotham of Judah"
3389,"a dual (in allusion to its two main hills (the true pointing, at least of the former reading, seems to be that of H3390)); probably from (the passive participle of) H3384 and H7999",Jerusalem,"Jerusalem = ""teaching of peace""<br>1) the chief city of Palestine and capital of the united kingdom and the nation of Judah after the split"
3390,(Chald) Corresponding to H3389,Jerusalem,"Jerusalem = ""teaching of peace""<br>1) the chief city of Palestine and capital of the united kingdom and the nation of Judah after the split"
3391,from a unused root of uncertain signification,month,"1) month (lunar cycle), moon<br>&emsp;1a) month<br>&emsp;1b) calendar month"
3392,the same as H3391,Jerah,"Jerah = ""new moon""<br>1) a 4th son of Joktan and a progenitor of an Arabian tribe"
3393,(Aramaic) corresponding to H3391,month,1) month
3394,from the same unused root as H3391,moon,1) moon
3395,from H7355,Jeroham,"Jeroham = ""showing pity""<br>1) father of Elkanah and grandfather of Samuel of the house of Kohath<br>2) a Benjamite and the founder of a family of Benjamites<br>3) father or progenitor of Ibneiah and a Benjamite; maybe same as 2<br>4) a descendant of Aaron and a priest of the family of Immer; son of Pashur and father of Adaiah<br>5) another priest; maybe same as 4<br>6) a resident of Gedor and father of one of David's mighty warriors<br>7) a Danite whose son or descendant Azareel was head of the tribe in the time of David<br>8) father of Azariah one of the captains with Jehoiada in the time of Athaliah"
3396,from H7355 and H410,Jerahmeel,"Jerahmeel = ""may God have pity""<br>1) the 1st son of Hezron, grandson of Pharez, and great grandson of Judah and the founder of the family of Jerahmeelites<br>2) officer sent by king Jehoiakim of Judah to arrest Baruch<br>3) a Merarite Levite the representative of the family of Kish, the son of Mahli"
3397,patronymically from H3396,Jerahmeelite,"Jerahmeelites = see Jerahmeel ""may God have pity""<br>1) the descendants of Jerahmeel, the great grandson of Judah"
3398,probably of Egyptian origin,Jarha,"Jarha = ""the month of sweeping away""<br>1) the Egyptian slave of Sheshan, about the time of Eli, to whom his master gave his daughter or heir as wife"
3399,a primitive root,to push|to wring,"1) to precipitate, be precipitate, push headlong, drive recklessly|1)to wring out"
3400,from H3384 and H410,Jeriel,"Jeriel = ""taught by God""<br>1) one of the 6 heads of the house of Tola of the tribe of Issachar"
3401,from H7378,opponent,"1) contender, opponent, adversary"
3402,the same as H3401,Jarib,"Jarib = ""he contends""<br>1) a son of Simeon<br>2) one of the chief men of Israel who returned from exile with Ezra<br>3) son of Jozadak and a priest of the house of Jeshua who married a foreign wife and was compelled by Ezra to put her away"
3403,from H3401,Jeribai,"Jeribai = ""my contentions""<br>1) a descendant of Elnaam and one of David's mighty warriors"
3404,from H3384 and H3050,Jeriah,"Jerijah or Jeriah = "" taught by Jehovah""<br>1) a Kohathite Levite and chief of the house of Hebron when David organised the service"
3405,perhaps from H3394; its month; or else from H7306,Jericho,"Jericho = ""its moon""<br>1) a city 5 miles (8 km) west of the Jordan and 7 miles (11.5 km) north of the Dead Sea and the first city conquered by the Israelites upon entering the promised land of Canaan"
3406,feminine plural from H7311,Jeremoth,"Jerimoth or Jeremoth = ""He is Most High""<br>1) a Benjamite, son of Bela and head of a house of Benjamite<br>2) a Benjamite, son of Becher and head of a house of Benjamite<br>3) a Benjamite, son of Beriah and grandson of Elpaal<br>4) a Merarite Levite, son of Mushi<br>5) one of the men that joined David in the wilderness<br>6) a Levite, son of Heman and head of the 15th course of musicians<br>7) a Levite in the reign of Hezekiah<br>8) a son of Azriel, ruler of the tribe of Naphtali in the reign of David<br>9) a son of king David and the father of the wife of Rehoboam<br>10) a son of Elam, a man with a foreign wife in the time of Ezra<br>11) a son of Zattu, a man with a foreign wife in the time of Ezra"
3407,from H3415,curtain,"1) curtain, drape"
